Address,Balance,Percentage
0x774a55C3Eeb79929fD445Ae97191228Ab39c4d0f,5118.000000000001,0.040303494432246935
0xb0e83C2D71A991017e0116d58c5765Abc57384af,4932.10707401148,0.03883961508336604
0xEfE9499Ed5C1c0A33C73F08919F1716dD1AD2d07,4645.529620366711,0.03658285994319811
0xC2bFB1f47837EF645B4572182F65Ba67904c2942,4555.389874447705,0.03587302275137107
0xBd80cee1D9EBe79a2005Fc338c9a49b2764cfc36,4336.429880305386,0.03414874512245356
0x10828431637FDB33D931B6cC24B6542F27d2DE09,4037.9300025619214,0.03179810265260986
0x490b8C88d06F4F375904514E738AcfFEc38Df08C,3698.0,0.029121204066129176
0x9211c9d84188CC67C35450B4FA04cfDdbed32638,3686.0,0.029026705837683114
0x4B0aBA5b8501f215C2c13cC7ce4eF857d5a4F67C,3671.158088211084,0.028909827973449334
0x21C8f9fC8EA09A859B514A5607eAc80D23F6d6Fb,3523.0000000000005,0.027743104901290724
0xc8bD7a31Ccd314C71eF5C9Ada14767a90dEcf669,3472.7510712245585,0.02734740200540808
0x9008D19f58AAbD9eD0D60971565AA8510560ab41,3463.667530889928,0.027275870466271335
0xa59Fe57dDcb393Dd3Dcaa2bA2766e10D4F38e339,3353.0431789290105,0.02640472002599627
0x5d6358c4a2822C72e2Bc6C48D4Af483557242dd3,3318.460694165272,0.026132388063876574
0x47ACc7A9B66D10Db1BBD9dc43deF5Ff6067ae2Ee,3151.217112731044,0.024815369550167426
0x610f164450F534882ED77a2d606C5Bd67b2d962a,3140.7421837167185,0.02473288103058809
0xF5d9CD9bC51a0A59598a5Bcd8eB6440002BE3e64,2931.0622342751467,0.02308168238368066
0x13772b10C274A289F8169d793e3F60DF9656d437,2680.2114565490215,0.021106269542060945
0x55eC32a6F612B2bf88fB8990e36c55effEF5a9e2,2650.0,0.02086835878183946
0x05791640dBE10CdAf3827A93e4b43a905329aab3,2623.238510517472,0.02065761600294972
0x5998Fff8B8a51aF65F2983F7F09EF563a2753428,2612.3757887516504,0.020572073672701998
0x93283184650f4d3B4253ABd00978176732118428,2610.1065667354665,0.020554203884328645
0x073aBA73177668Ba1c6661A4CCddbF77dfC8809a,2597.0304532509285,0.020451231421057935
0x3BA15b6F3a00a70cA53cB07ecDf26EC8099b7dd9,2587.7216159516984,0.020377925701585444
0x0Cd9f2cB175c199642cC2Fca2246cfA3488925aE,2555.0000000000005,0.020120247806641445
0x44442002d4026c785f43F31AAe7A4dBC7d7808D2,2519.0465396107265,0.019837119613867096
0xaC4E35d153E9E0D13e1d14B9D978d22c26aDD4F4,2436.983410754869,0.01919088458906545
0xFFcFA5F7b994AEB4c6931e0A6Cd95d8984e038CE,2434.963745986437,0.01917498002717614
0xcFD727653C3d5a1B943f675781d3245B884f1d34,2422.0,0.019072892441364217
0xB16e14bbb1bF89622C43043D7662fe3107D434D4,2289.3686262782417,0.018028439953608033
0x5f58726B8D486cE67aE43fA3be394918Aa6A5826,2249.0153558211214,0.01771066390609113
0x31f02E88bd6110723e767Af9E7186E61fc9e88F8,2086.3480192637526,0.016429682645198528
0x311a3bD490F0E8E99E24058cf87630576469196B,2015.4246024623274,0.015871171208275477
0x1DBa1947317B326DB375f8225868A2e4150689D8,1902.6431738476397,0.014983034107800112
0x182053604e90A43df72e03BAb3e72e58833cBFD4,1902.0849031317844,0.014978637808329975
0xc7aC422595Da7c1aef9e2f1119a015272C27faF7,1867.7979816247673,0.014708633363223108
0xC6387E937Bcef8De3334f80EDC623275d42457ff,1861.5508181998548,0.0146594378735175
0x69d08A457b0ff73291e0cb741cb863825561F616,1744.7332650899712,0.013739516888493486
0xa05c4256ff0dd38697e63D48dF146e6e2FE7fe4A,1726.7549979687371,0.013597940689036254
0xCA0073964efe7f9422CeB16901018b1DB0cC4785,1664.147080563732,0.013104912582247042
0xdEefAE7a7fe650e1C306a8414207783a7E714239,1636.0,0.012883258478146926
0xccCa371f8245bD1f938E584dd40660859BEb2896,1566.7842102353889,0.012338194352042671
0x8dFefef2C80d6195a2DfC0c3c9CfF24fB61e3167,1532.2095427886786,0.012065923950140507
0x95E00d65E4ED3614927e9Ef4e345D7Ecd4272F2B,1494.0,0.011765029441535152
0x01034964B40Fd930ad410c7c9DC702622FA8c16D,1375.2890005451527,0.010830197846073076
0x4570d5b4177Cf209944e8E3fB1f2A77021ffD5C5,1341.8409757170664,0.010566799588466895
0x2D42d6bB3d18A7be35D76b599aee9D3358b22B3E,1316.424681218358,0.010366650021484276
0x44f282832496Bf95192aE687e461a9607B7bd326,1313.8797224504929,0.010346608846898316
0x1EcF5D11021D095cD0A95423B1D27b7853c31c87,1306.143911861094,0.010285690480540606
0x63E2e357EF57e018FCA42E1cFeAB208027e4d948,1267.610026478431,0.009982241821890158
0x0f06943917EB4804f53015E34cdf3D2c287AD060,1235.2127384088203,0.009727117961137234
0x05Ce191FF58FB2cE82844c3706d838310f2Bf330,1184.6811814867385,0.009329189410324049
0xcc9b5D8A5445987dD0f5461da0C6651f8e2b14a3,1172.0,0.009229326978232396
0x6806D62AAdF2Ee97cd4BCE46BF5fCD89766EF246,1076.7293616952809,0.00847908476633891
0xaEAffB02B2F1F6eBe4aCB800097114a3548C226d,1072.3994245849622,0.008444987150821578
0xB1d693B77232D88a3C9467eD5619FfE79E80BCCc,1063.6415107820837,0.008376019872550298
0x8Ac6F2BdDA60196afaaEfea5f95Ef39314cbE2bD,1049.0,0.008260720136660224
0xcA7225aB219532856faeba7B64f504246EE31354,1045.0,0.008229220727178202
0x4ECe6d9d3CFA39b5D78B4445688D191AB1Fdbe96,1027.7219986234888,0.008093159017080787
