Address,Balance,Percentage
0xb335312edfc1628ec20973Ed04c19DBEEF909966,2099415.1689988375,16.53258452026561
0xa2507C9284654Df0cCc419beCD458637b3EefC80,862074.8487843468,6.788712166502547
0xBA0212619fEbff76431A4826c957853b9f2CDf7f,814088.2535030715,6.41082481289931
0x9712c160925403A9458BfC6bBD7D8a1E694C984a,632837.6242053923,4.983502865118875
0x1e121993b4A8bC79D18A4C409dB84c100FFf25F5,500000.0,3.9374261852527286
0xb7a611C85b0f4BbFC128733512Fb2f8F11C7B3a9,499999.99772859894,3.93742616736578
0xac060D5334F0d987C591089d707C7D5E1B18acB9,422172.8228502909,3.324548654785594
0x97b418F3F1aBe6810Bed881Cfc298491f4b93Bf6,399060.938753909,3.1425459795223536
0x1564f5Cb0E9b964Cf1aEF2Afa51A5967E0ccBb01,352957.96404493006,2.7794918598479974
0x11AaE8beE9b1Da827C641540D20e4e664677e06F,326973.4709382931,2.5748678127108144
0x0FED94bA4F477AE9cDDF413a4b16f6e63405d043,293546.6353111415,2.311636416933843
0x4DB1361f4Cf544F1ec8f224528330C29d13B9c55,241802.15793423762,1.904156296601766
0x603642f696D77a1Feda2E982d87aC7F517C1f058,237727.6624715254,1.872070246348613
0xc4b6Fa62393b099ba297671978B3B8014fC447D8,236901.44463783444,1.8655639028824178
0x13F210c8bAf5f5DBAFf3E917E2e5A49E73BBAF12,235147.07528396536,1.8517485032173597
0xCa398e17D838F26A7e39eFC31d67FAe20118272b,187370.30704902217,1.4755135066273275
0x42b71D3Ac482DAd040eC5ce938d3798F7F6afc17,182262.83494510944,1.4352929178225398
0xfaC2F11ba2577D5122DC1EC5301d35B16688251E,178669.47446997665,1.4069957345668598
0x20EADfcaf91BD98674FF8fc341D148E1731576A4,166784.28968868486,1.3134016590180086
0x4432e64624F4c64633466655de3D5132ad407343,154179.1106705018,1.2141377351460243
0x9DC3E0fC228c2455773E70ee9E987aE2a6FBc07D,150000.0,1.1812278555758184
0x3B15CEc2d922Ab0Ef74688bcC1056461049f89CB,135253.9670216245,1.0651050228205066
0x57fe0a7EDEB7BD106Bf20617117376ec4dF57511,112326.44679336356,0.8845541858011742
0x4444AAAACDBa5580282365e25b16309Bd770ce4a,105867.21994026311,0.8336887279054035
0xDda8901508211dfd3a2A912fEb0b913a6558c113,102271.80028308851,0.8053753288951402
0x1b52A2F30b17b1036B9B289A057c72380c3c4A3a,99999.99999996241,0.7874852370502496
0xb0FA55b366676bb1962c70Fa66b10aa48C04a304,99999.11019517103,0.787478229968879
0x1A1A7BD06022D50eBd1793F69597ec0CDe5fFf95,95716.56592762441,0.753753826091795
0xb93ca0b396cE95Bc80e623800Ddb15Ad2c0bca64,94336.23858138484,0.7428839520171867
0x733246BCEE1d39f3Cae699a1f1cFfC97D67D2e57,87719.55873563098,0.6907785750489763
0x8170cd7c5E6a5F14946ACb34b5D00698B6fA2338,87258.16779550065,0.6871451895103612
0x0B3492Cb3cE07Cd3d04Ed6d41E40687b688B7A7b,81369.26991372426,0.6407709880663899
0x2e897bC24C3dCac1E23c1A28768393e4e719638b,78659.02717589351,0.6194282266177382
0x8907bD00491d0b830C38276AcC6D72E2419135A2,74055.69175893339,0.583177639797258
0xd030De8EDAA426edaa51837F57C11aeA8776f58e,70957.13870591759,0.5587769919425796
0xa3E56A7d3C97681D443dE712e3d397D8d8D8A077,69299.58419933451,0.5457239949071718
0x50632DF80321E5191edA3B34d218Dd5479Fd26B1,66393.03651258264,0.5228353609661668
0xA0b23e0F09B70828574Eb5C0e9Ab4d95d929df47,61810.38720680415,0.48674767421736187
0x1B72Bac3772050FDCaF468CcE7e20deb3cB02d89,60782.0,0.47864927678406266
0x48D829053b1c508cF925536a06B2350C2ccfBb67,60715.334694903744,0.47812429734819495
0xe85070Bf5B50eC06EF31aB0ed3DB284649D872b8,57785.435655885354,0.4550517749554393
0x14786b4ee0B5eF82082EEe67ED36165a19Be0591,57123.45000186174,0.4498387356586108
0xe4353c3d60162580dD4f5418566bA19bF855D154,56237.1712338121,0.4428594212011065
0x57EF93A6d57B6A554C881581Bd8F6B4732314933,51014.108579718486,0.40172857387821886
0x8bB287D33B24E73B2eB3BF15e5708Bd5A570E0aB,50095.553849963195,0.3944950909871664
0x71D92CE08bAE1ecB7fEea51E1Ef0C2540D2b1751,48852.94626657296,0.38470973971349776
0xF36265d3bC945fF236eaDcf58820ad1D6e59d497,48065.66057890786,0.37850998114972323
0xb3B2266F8Ad938e1ebf73495DA2ac56AAc8Ea9CB,41849.25391545891,0.3295566964000364
0xb84212f378bfb4C552899F2580a2b43a9241b651,40948.55290404315,0.32246380890517234
0x0ae1BE13Bd64f8Cf22680Bd378893e8FC1BC56Ef,40622.786670031826,0.3198984479050376
0x3de2616Fd986168D4Ef592ACD95758727B25458b,39894.67195645199,0.3141646520268035
0x96499cFCB6aa606774A2618cb576461beFe695F4,39210.24358263981,0.30877487962484745
0x2eaD2FFE04aE0086c9D19a14694317281E63D039,36911.941894168776,0.29067609312525466
0xF83D3292a1da5FAfeb2b46905E3B1C9D544E9ce8,36504.0,0.2874636109329312
0xc688a50acd33CdCBa91760f58290FaB20bC11095,36473.132804168934,0.28722053632267003
0xda4C20Bb77eEa27a47d27adaBF2071328d93a67a,36275.006547369405,0.2856603212996529
0xD9cfab54f1234AeEA22B2818AB919866A2809c1C,34824.3449403773,0.2742365753050299
0x01487f50f2294DAECb4256228Cd3aE3479df51ED,34689.31346607061,0.27317322237949304
0xcA3040a01e407f391e214FB8D11b9D09006BfC75,34589.02436212556,0.27238346049155543
0xDb29eC3Fb265A03943bfEdBDF4eE9D9867B368e8,33585.0,0.2644769168634258
0x817E7CC49E45596E2f0b021B28C01D1464405637,33158.23619355446,0.26111621489059217
0x756883eC4cE6a07d8F104f91e67578bc6AacC665,32496.998820513574,0.2559090681960344
0xaA51112D697393d33Ab122a566fbbeF7679F68bc,31408.001001227098,0.247333371137351
0x17fd68F4F3035A1b51E6e662238784001f76A8F9,30693.78541399711,0.24170902882720094
0x94dFcE828c3DAaF6492f1B6F66f9a1825254D24B,30244.02063108674,0.23816719756032936
0x60A2D9981154c54B8362E959bA37f5dB2e24e950,30000.0,0.2362455711151637
0xD4FbcC485A8b6ECB7dbBC579f6fc7aEc8126DCE8,27619.34388715131,0.21749825568153888
0x4517821E19B30cc71480410728108A2D6CeDE1Af,27098.701766186456,0.21339827584107382
0x1d9dAA661f0751642fda350BA84ac5F76Cd4Eec4,26351.53423132351,0.2075144418079936
0x47A0D24B34889277010026892B7612143d16bF13,23931.0,0.1884530920785661
0x338F5F4432d80Cf04D448212bbE62b1C625d9F1F,23729.31861438643,0.18686488094098022
0x305D1239E09103Efed3F8a0e5E3770345CEd81D6,20620.381934244477,0.162382463555613
0xf1c1cDF8a84A5e042eb2213623ADaEc37FE21EB6,20233.471053731268,0.1593355974910292
0xff2F29d728dD2ec97b848817A3f15568f0A3BD5D,19553.170184322964,0.1539783285769123
0xEa9f2E31Ad16636f4e1AF0012dB569900401248a,19541.437626704188,0.15388593641773599
0x7E7afAAfd27F723E7178cB439982ad286508Febc,19392.0,0.15270913716884182
0xA0ad52732C38809156B894614DF9bAb19714f4D5,18534.099835754507,0.14595330002677617
0xaEb00420e91a45e636F1d527410A934Ec4eD559D,18223.576369580787,0.14350797357308048
0x3254048C1fba48d5c8DD3b96537CdaBA8D4B854a,18059.126996699488,0.14221295903921805
0x0cEBB78BF382d3b9e5ae2B73930Dc41a9a7A5E06,17552.0,0.13821940880711175
0x6f9BB7e454f5B3eb2310343f0E99269dC2BB8A1d,15700.752285600414,0.1236411063549794
0x043B332535EEf864e88bcDa126017cdAad3Fc212,15129.137932141131,0.11913972770862562
0xbe7019f8333b0B3Cfc707ac353Ebc2123140134c,14889.0,0.11724867694445575
0x1fEC6F448Eb3ff479Ea9682F7eFf21A69762318f,14884.87385243921,0.1172161841415556
0xeB910B73C587d1cb2a6e53638aFfb844f411Cc44,14707.855011722128,0.11582218690411056
0x4533c5E0271Ff4e1CF254a24F9590007FA18606D,14600.045136566649,0.11497320005317854
0xa0C213547777079f8662961C9dbCb8Abbb6DB581,14295.593442276815,0.11257568790669584
0x8271a9758C5Ed1E1B4c6e471f38c464f11b322c0,14289.930802812705,0.11253109545688858
0xb51074Da03c55E79e3526cF6bBf31873443EfC63,13709.56520624472,0.10796080206299535
0x801831B576b76E73B3735e6d0e37F4728f92f40d,13371.561274262258,0.10529907099798312
0x0BFF7dC1E080CAD0491dEEB4Af30df129e30Af21,13295.914933840208,0.10470336723479046
0x7D57B8B8A731Cc1fc1E661842790e1864d5Cf4E8,12945.23077471,0.10194178125296524
0x5668EAd1eDB8E2a4d724C8fb9cB5fFEabEB422dc,12094.534608090918,0.09524267452868505
0x3159BFBB1f89b363C24Ead3AA5AAAfe400269E69,11889.759866847027,0.09363010367218096
0x4589F45b8e30814dcB9e73690b58689e9c7B5A0f,11830.318930916505,0.09316201507696342
0x0ECE7c1BfC9543B2cbeA8F5577d02E5f59a9f176,11019.741869340352,0.08677884038213311
0x6fb737D1Ebb73cda6CFA36Fd16D9273065D1b084,10607.670954146915,0.08353384275880572
0x37DE2f99BF85EbC078CFCfe6bbc6b58f5D8c0b65,10540.847358914305,0.0830076168114825
0xCA8f804D9c52D9E532265441c851302452028EB2,9922.617605437306,0.07813914877179715
0xd2BC4e7ECfA4Ec39069623854cD114Dcd8771B84,9485.391954645203,0.07469606131921117
0xa9BEFffe0061866E240CBBED7E2572C48941b2Db,9351.656436509975,0.07364291385720319
0x7348679Dd2e27a4b2Fc5E861074129Bc9219d078,9201.711223653856,0.07246211744229723
0xbfb496ACb99299e9eCE84B3FD1B3fDd0f6CDDf49,8965.218299570395,0.07059977057847082
0x45b70D8c7a5532F5804544Abb143e72539e16871,8766.839435272936,0.0690375663086998
0x639f902A99bE30fBE5dA41EC59b0e680882839CE,8630.462085458817,0.06796361481223284
0x250d925CdBf03ba601c8704BA6f14e16F20c4942,8000.0,0.06299881896404365
0xf07A2439296e07Bc4320AF924E655a01fb69D89C,7711.677030037927,0.060728318140566645
0xC162977c10827BA32c818682188725043F9D4Af7,7126.7447018980965,0.05612206240972943
0x46911a56BD8166Ee843A01c456Eaf9D6D241aA21,6999.323488295216,0.055118639163736105
0x65D7624883aC2a33855AAE52969b5BD80EB4bf4C,6884.894749145661,0.05421752973599028
0x4fFCC0A7ced9D63D4CafE3bC4d7d60D6b870213f,6670.190304404284,0.052526763930360584
0x74A4AB264733635c85FB0790d9B9db754AD86510,6649.459080298283,0.05236350860106597
0x33f2b6E3047C97598e557fc1E8d29e1693aE5F15,6617.266807565114,0.052109999205821204
0x9Dcc797817A1926e648f85e246488d1ff6C66F39,6143.0,0.04837521811201503
0xBBDE1E05d96c5C4F7e377D5EaEd21Cac08A92945,6022.480822298026,0.047426147379797265
0x3a2c50D76b0929cF2443a3C78BC81Cc7D3917945,5754.723896128946,0.045317601115035425
0x7aEEDCCd91E4470aaD39fAa7535faAa43DC9eA43,5468.1199751080185,0.04306063754818762
0xA077b54582e5d05DE3873b080ca9Ed4b59acF015,5364.90722272939,0.042247852360452386
0x3B82eE6c15B212Ed69D5795bCD957e136EAA4bfF,5207.700384584875,0.04100987171843038
